Objects
250
,,Global Angle TCP:TCP,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.041784,-0.001473,0.112111,-838.457214,288.791229,617.777954
2,0,0.041635,-0.001696,0.112068,-838.435547,288.789642,617.767517
3,0,0.041449,-0.001856,0.112004,-838.418945,288.781952,617.744019
4,0,0.041415,-0.001926,0.112025,-838.417358,288.776672,617.748657
5,0,0.041202,-0.001920,0.111950,-838.418640,288.766571,617.738037
6,0,0.041616,-0.001776,0.112012,-838.435181,288.786316,617.758911
7,0,0.041247,-0.001941,0.111889,-838.406250,288.761963,617.747986
8,0,0.041490,-0.001995,0.111900,-838.407288,288.788971,617.758484
9,0,0.041626,-0.001673,0.112109,-838.439392,288.779785,617.765198
10,0,0.041524,-0.001876,0.111947,-838.411194,288.780029,617.755432
11,0,0.041315,-0.001899,0.112054,-838.424072,288.767822,617.747437
12,0,0.041507,-0.001907,0.112006,-838.415833,288.784882,617.751953
13,0,0.041485,-0.001982,0.111862,-838.404053,288.795654,617.754028
14,0,0.041481,-0.001678,0.111923,-838.428406,288.778839,617.761108
15,0,0.041294,-0.001969,0.111861,-838.400146,288.778259,617.748413
16,0,0.041718,-0.001645,0.112155,-838.438171,288.789764,617.772705
17,0,0.041481,-0.001897,0.111942,-838.422852,288.786346,617.762451
18,0,0.041250,-0.001970,0.111930,-838.410034,288.770752,617.744202
19,0,0.041492,-0.001790,0.111951,-838.430176,288.776367,617.755371
20,0,0.041495,-0.001736,0.111961,-838.428284,288.794556,617.759094
21,0,0.041539,-0.001843,0.112115,-838.426880,288.779327,617.757690
22,0,0.041553,-0.001653,0.112129,-838.439331,288.779755,617.765381
23,0,0.041446,-0.001893,0.112123,-838.418518,288.774384,617.760254
24,0,0.041458,-0.001823,0.112060,-838.425171,288.774689,617.763489
25,0,0.041437,-0.001868,0.111982,-838.419373,288.782562,617.751282
26,0,0.041627,-0.001799,0.112040,-838.428711,288.785645,617.765808
27,0,0.041515,-0.001794,0.112017,-838.428223,288.780731,617.761841
28,0,0.041550,-0.001851,0.112021,-838.431824,288.779419,617.760559
29,0,0.041632,-0.001860,0.112080,-838.425659,288.793182,617.756775
30,0,0.041367,-0.001812,0.111984,-838.414978,288.782288,617.752441
31,0,0.041264,-0.001934,0.112096,-838.423401,288.764557,617.747375
32,0,0.041597,-0.001931,0.111994,-838.415466,288.789886,617.759033
33,0,0.041565,-0.001787,0.112008,-838.421814,288.788513,617.757629
34,0,0.041699,-0.001765,0.112034,-838.435181,288.786224,617.773376
35,0,0.041324,-0.001845,0.111945,-838.416260,288.768188,617.753662
36,0,0.041760,-0.001698,0.112287,-838.442444,288.789795,617.774841
37,0,0.041213,-0.001967,0.111907,-838.411011,288.764587,617.744080
38,0,0.041521,-0.001795,0.111981,-838.427612,288.787567,617.759949
39,0,0.041699,-0.001631,0.112193,-838.451538,288.787994,617.771179
40,0,0.041477,-0.001798,0.111981,-838.425232,288.777771,617.751709
41,0,0.041590,-0.001737,0.112214,-838.435059,288.782898,617.762756
42,0,0.041478,-0.001972,0.111840,-838.410400,288.783875,617.753357
43,0,0.041423,-0.001876,0.112063,-838.428589,288.767822,617.755493
44,0,0.041592,-0.001753,0.112070,-838.437134,288.777313,617.763672
45,0,0.041551,-0.001788,0.112103,-838.426514,288.774994,617.762085
46,0,0.041481,-0.001961,0.112102,-838.420410,288.773407,617.746704
47,0,0.041501,-0.001858,0.112004,-838.420410,288.781708,617.756104
48,0,0.041366,-0.001864,0.111967,-838.417969,288.771484,617.753601
49,0,0.041220,-0.002071,0.111891,-838.401428,288.773102,617.741699
50,0,0.041320,-0.001992,0.111996,-838.407166,288.767914,617.743774
51,0,0.041331,-0.001871,0.112032,-838.426270,288.765503,617.747681
52,0,0.041159,-0.002035,0.111887,-838.408081,288.765442,617.743347
53,0,0.041404,-0.001870,0.111957,-838.420105,288.782867,617.758423
54,0,0.041411,-0.001892,0.111954,-838.420410,288.777313,617.755859
55,0,0.041360,-0.001925,0.111980,-838.411926,288.766724,617.748535
56,0,0.041359,-0.001895,0.111948,-838.408508,288.772095,617.748352
57,0,0.041317,-0.001973,0.112054,-838.420044,288.770142,617.741821
58,0,0.041305,-0.001984,0.111976,-838.408691,288.777649,617.750183
59,0,0.041379,-0.001922,0.111930,-838.410950,288.779816,617.749084
60,0,0.041574,-0.001869,0.112056,-838.421326,288.778259,617.768677
61,0,0.041181,-0.001985,0.111936,-838.398193,288.760376,617.737732
62,0,0.041752,-0.001548,0.111986,-838.438660,288.790924,617.769165
63,0,0.041182,-0.002009,0.112066,-838.409119,288.761688,617.750305
