Objects
250
,,Global Angle TCP:TCP,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.041782,-0.017614,0.116098,-842.374084,287.861816,617.887451
2,0,0.042129,-0.017124,0.116343,-842.419373,287.871429,617.907959
3,0,0.041939,-0.017259,0.116304,-842.396851,287.864044,617.908691
4,0,0.041826,-0.017324,0.116162,-842.383606,287.864258,617.893188
5,0,0.041856,-0.017345,0.116211,-842.394348,287.861755,617.895569
6,0,0.042023,-0.017207,0.116252,-842.408264,287.867615,617.903564
7,0,0.042256,-0.017167,0.116400,-842.421753,287.884003,617.912781
8,0,0.041831,-0.017540,0.116104,-842.373108,287.860443,617.887085
9,0,0.042001,-0.017359,0.116098,-842.386658,287.877106,617.899902
10,0,0.042053,-0.017396,0.116162,-842.389099,287.882813,617.906738
11,0,0.042058,-0.017101,0.116142,-842.403870,287.873779,617.906372
12,0,0.042328,-0.017264,0.116199,-842.391174,287.891235,617.912415
13,0,0.041989,-0.017255,0.116207,-842.396545,287.870178,617.898315
14,0,0.041843,-0.017472,0.116256,-842.385803,287.857605,617.890137
15,0,0.041867,-0.017355,0.116133,-842.389099,287.858948,617.896484
16,0,0.041966,-0.017172,0.116096,-842.397705,287.871002,617.900818
17,0,0.042065,-0.017348,0.116216,-842.388123,287.872955,617.893005
18,0,0.041912,-0.017366,0.116262,-842.385620,287.874573,617.894226
19,0,0.042164,-0.017364,0.116151,-842.390076,287.892334,617.914551
20,0,0.041676,-0.017466,0.116122,-842.386169,287.846405,617.872864
21,0,0.041957,-0.017391,0.116053,-842.378967,287.875977,617.890320
22,0,0.041991,-0.017555,0.116096,-842.370850,287.870667,617.889526
23,0,0.041861,-0.017326,0.116094,-842.389893,287.870880,617.896606
24,0,0.042089,-0.017307,0.116227,-842.403442,287.874512,617.906921
25,0,0.041767,-0.017267,0.116059,-842.390137,287.849701,617.895142
26,0,0.041808,-0.017373,0.116073,-842.387207,287.855286,617.888733
27,0,0.041861,-0.017263,0.116256,-842.398010,287.858643,617.892151
28,0,0.041853,-0.017323,0.116085,-842.387939,287.864838,617.888611
29,0,0.041960,-0.017350,0.116298,-842.391174,287.872498,617.895935
30,0,0.041771,-0.017376,0.116155,-842.388184,287.858643,617.886597
31,0,0.042069,-0.017391,0.116167,-842.393372,287.873322,617.899841
32,0,0.042126,-0.017353,0.116325,-842.387573,287.880524,617.901733
33,0,0.041989,-0.017361,0.116142,-842.382202,287.873260,617.897583
34,0,0.041811,-0.017318,0.116192,-842.387695,287.862152,617.890503
35,0,0.041853,-0.017298,0.116285,-842.397156,287.851349,617.899841
36,0,0.042267,-0.017213,0.116256,-842.402100,287.875183,617.918945
37,0,0.041724,-0.017385,0.116099,-842.383545,287.858521,617.893982
38,0,0.042117,-0.017339,0.116346,-842.392273,287.875153,617.907471
39,0,0.042350,-0.017102,0.116307,-842.407776,287.888794,617.911621
40,0,0.042064,-0.017268,0.116200,-842.395081,287.877625,617.899109
41,0,0.041904,-0.017524,0.116097,-842.378967,287.863800,617.895874
42,0,0.041992,-0.017295,0.116148,-842.397644,287.864807,617.897766
43,0,0.042191,-0.017311,0.116117,-842.393921,287.883942,617.903809
44,0,0.042010,-0.017441,0.116278,-842.398254,287.865509,617.893555
45,0,0.041992,-0.017464,0.116138,-842.384949,287.869812,617.896362
46,0,0.042030,-0.017469,0.116143,-842.390625,287.873047,617.895752
47,0,0.042052,-0.017277,0.116325,-842.405151,287.869141,617.905762
48,0,0.041736,-0.017404,0.116086,-842.380310,287.864197,617.880005
49,0,0.041987,-0.017372,0.116189,-842.394470,287.866455,617.906433
50,0,0.042195,-0.017142,0.116298,-842.409790,287.881744,617.905640
51,0,0.041708,-0.017253,0.116007,-842.387085,287.848572,617.889893
52,0,0.041721,-0.017398,0.116017,-842.385193,287.863098,617.891296
53,0,0.041691,-0.017499,0.116247,-842.373901,287.855255,617.880859
54,0,0.042003,-0.017284,0.116323,-842.405029,287.873138,617.895813
55,0,0.042098,-0.017113,0.116280,-842.414368,287.871277,617.907166
56,0,0.041856,-0.017254,0.116286,-842.396179,287.865997,617.896240
57,0,0.042131,-0.017292,0.116167,-842.394714,287.881531,617.904663
58,0,0.041793,-0.017362,0.116091,-842.389832,287.863068,617.893555
59,0,0.042184,-0.017155,0.116328,-842.408142,287.874237,617.908813
60,0,0.041928,-0.017046,0.116162,-842.404236,287.868134,617.902527
61,0,0.041792,-0.017439,0.116088,-842.377380,287.861908,617.884460
62,0,0.041887,-0.017278,0.116182,-842.381165,287.869110,617.896545
63,0,0.041864,-0.017392,0.116203,-842.392883,287.860046,617.886475
64,0,0.041778,-0.017362,0.116218,-842.395569,287.857666,617.884399
65,0,0.041908,-0.017572,0.116170,-842.375427,287.867859,617.892944
66,0,0.042207,-0.017260,0.116287,-842.403137,287.882446,617.906372
67,0,0.042058,-0.017156,0.116101,-842.403137,287.869354,617.909058
68,0,0.041793,-0.017366,0.116197,-842.395142,287.854126,617.899170
69,0,0.042107,-0.017228,0.116252,-842.400696,287.877625,617.908447
70,0,0.041873,-0.017449,0.116208,-842.387939,287.856171,617.897888
71,0,0.042095,-0.017235,0.116342,-842.402832,287.873077,617.901978
72,0,0.042326,-0.016937,0.116254,-842.419678,287.889160,617.916809
