Objects
250
,,Global Angle TCP:TCP,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.010252,0.008448,0.005503,-836.767151,284.500000,611.185974
2,0,-0.010297,0.008605,0.005582,-836.770020,284.499023,611.189026
3,0,-0.010238,0.008326,0.005452,-836.760010,284.503174,611.182007
4,0,-0.010236,0.008420,0.005493,-836.764832,284.496643,611.180481
5,0,-0.010231,0.008356,0.005457,-836.762390,284.506897,611.189880
6,0,-0.010214,0.008500,0.005494,-836.768250,284.510468,611.188599
7,0,-0.010146,0.008222,0.005535,-836.752869,284.506195,611.180359
8,0,-0.010246,0.008347,0.005448,-836.762939,284.515625,611.183289
9,0,-0.010284,0.008578,0.005571,-836.782959,284.492950,611.187317
10,0,-0.010245,0.008431,0.005552,-836.763062,284.505768,611.181702
11,0,-0.010279,0.008508,0.005487,-836.764771,284.502838,611.187927
12,0,-0.010337,0.008453,0.005528,-836.776428,284.491364,611.187256
13,0,-0.010213,0.008252,0.005440,-836.746094,284.510681,611.183167
14,0,-0.010188,0.008488,0.005498,-836.774902,284.498322,611.182434
15,0,-0.010186,0.008346,0.005439,-836.763672,284.510315,611.181885
16,0,-0.010251,0.008428,0.005585,-836.768921,284.499725,611.176758
17,0,-0.010271,0.008779,0.005534,-836.799561,284.498138,611.191711
18,0,-0.010283,0.008314,0.005610,-836.755798,284.496552,611.179932
19,0,-0.010287,0.008363,0.005515,-836.751953,284.496460,611.181396
20,0,-0.010324,0.008330,0.005543,-836.750732,284.492828,611.183044
21,0,-0.010266,0.008242,0.005462,-836.750366,284.494995,611.179382
22,0,-0.010142,0.008170,0.005536,-836.745056,284.514771,611.175781
23,0,-0.010259,0.008441,0.005532,-836.759155,284.504456,611.189270
24,0,-0.010215,0.008568,0.005453,-836.772400,284.505035,611.185669
25,0,-0.010281,0.008496,0.005450,-836.766418,284.504547,611.191101
26,0,-0.010265,0.008398,0.005512,-836.760742,284.506989,611.180176
27,0,-0.010288,0.008381,0.005560,-836.766052,284.494995,611.182373
28,0,-0.010226,0.008347,0.005513,-836.759827,284.503448,611.186523
29,0,-0.010303,0.008295,0.005527,-836.761230,284.489380,611.179016
30,0,-0.010318,0.008593,0.005526,-836.780762,284.497223,611.196411
31,0,-0.010292,0.008370,0.005462,-836.757690,284.500946,611.181885
