Objects
250
,,Global Angle TCP:TCP,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.021640,-0.029540,0.112018,-839.078003,286.339111,616.580750
2,0,-0.021553,-0.029453,0.111964,-839.086060,286.361115,616.580750
3,0,-0.021522,-0.029446,0.112004,-839.082275,286.345673,616.581970
4,0,-0.021695,-0.029407,0.111956,-839.090088,286.332245,616.587524
5,0,-0.021609,-0.029378,0.112049,-839.092712,286.341400,616.585449
6,0,-0.021723,-0.029454,0.111985,-839.081299,286.336884,616.582764
7,0,-0.021592,-0.029448,0.112002,-839.087402,286.343933,616.583313
8,0,-0.021622,-0.029512,0.112000,-839.079529,286.334900,616.585205
9,0,-0.021676,-0.029464,0.112006,-839.085999,286.339783,616.576721
10,0,-0.021663,-0.029552,0.111978,-839.079468,286.348785,616.587830
11,0,-0.021626,-0.029512,0.112010,-839.081360,286.344604,616.581299
12,0,-0.021569,-0.029465,0.111977,-839.083618,286.349335,616.589417
13,0,-0.021690,-0.029394,0.111953,-839.087952,286.342865,616.578369
14,0,-0.021667,-0.029463,0.112012,-839.079346,286.340607,616.595398
15,0,-0.021749,-0.029425,0.111992,-839.083679,286.334473,616.593750
16,0,-0.021639,-0.029411,0.112025,-839.094604,286.342255,616.585388
17,0,-0.021657,-0.029370,0.112014,-839.092468,286.341766,616.585876
18,0,-0.021641,-0.029495,0.111979,-839.075378,286.345917,616.580872
19,0,-0.021650,-0.029544,0.111936,-839.082092,286.337646,616.583679
20,0,-0.021562,-0.029455,0.111930,-839.090820,286.359283,616.586365
21,0,-0.021599,-0.029443,0.112024,-839.082092,286.347137,616.576599
22,0,-0.021515,-0.029473,0.112024,-839.078918,286.344452,616.575867
23,0,-0.021696,-0.029368,0.112015,-839.094849,286.343323,616.586487
24,0,-0.021658,-0.029452,0.112010,-839.078796,286.344208,616.585693
25,0,-0.021612,-0.029510,0.111995,-839.082092,286.348999,616.585876
26,0,-0.021675,-0.029374,0.111993,-839.096130,286.335968,616.573364
27,0,-0.021636,-0.029393,0.112002,-839.091553,286.336731,616.591858
28,0,-0.021650,-0.029483,0.111973,-839.075256,286.339355,616.580994
29,0,-0.021652,-0.029417,0.112008,-839.081787,286.350525,616.587769
30,0,-0.021572,-0.029437,0.112000,-839.084656,286.346008,616.576172
31,0,-0.021565,-0.029506,0.112009,-839.081177,286.355072,616.577454
32,0,-0.021620,-0.029443,0.111988,-839.089905,286.339569,616.587646
33,0,-0.021633,-0.029487,0.111995,-839.082092,286.347321,616.580933
34,0,-0.021724,-0.029337,0.112055,-839.093567,286.333557,616.586731
35,0,-0.021676,-0.029486,0.111989,-839.084473,286.328766,616.583252
36,0,-0.021756,-0.029443,0.111966,-839.088562,286.327271,616.587219
37,0,-0.021674,-0.029480,0.112018,-839.081055,286.343048,616.581238
38,0,-0.021637,-0.029547,0.111945,-839.084595,286.347046,616.580872
39,0,-0.021556,-0.029600,0.111951,-839.075500,286.359009,616.575256
