Objects
250
,,Global Angle TCP:TCP,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.038173,-0.013835,0.118532,-840.561707,289.549164,617.817444
2,0,0.038358,-0.013426,0.118685,-840.601013,289.558807,617.831055
3,0,0.038215,-0.013666,0.118596,-840.586426,289.549316,617.821899
4,0,0.038057,-0.013846,0.118587,-840.564880,289.546844,617.810791
5,0,0.038120,-0.013762,0.118483,-840.567627,289.543396,617.807861
6,0,0.038266,-0.013434,0.118637,-840.605591,289.553589,617.838501
7,0,0.038568,-0.013442,0.118719,-840.610291,289.574646,617.836792
8,0,0.038247,-0.013590,0.118572,-840.582458,289.555481,617.823608
9,0,0.038290,-0.013640,0.118519,-840.572815,289.560791,617.821289
10,0,0.038114,-0.013842,0.118495,-840.565674,289.547394,617.818542
11,0,0.038068,-0.013499,0.118612,-840.586243,289.540222,617.823059
12,0,0.038328,-0.013552,0.118650,-840.586975,289.559906,617.826233
13,0,0.038174,-0.013929,0.118571,-840.552368,289.562622,617.815186
14,0,0.038415,-0.013477,0.118770,-840.602417,289.555450,617.837463
15,0,0.038305,-0.013406,0.118629,-840.593323,289.553772,617.827026
16,0,0.038311,-0.013591,0.118533,-840.588684,289.558929,617.820374
17,0,0.038243,-0.013826,0.118493,-840.563904,289.555206,617.822021
18,0,0.038417,-0.013612,0.118718,-840.588074,289.564117,617.823242
19,0,0.038384,-0.013435,0.118647,-840.594360,289.557648,617.833252
20,0,0.038251,-0.013759,0.118526,-840.571899,289.558014,617.825745
21,0,0.038141,-0.013770,0.118498,-840.573425,289.551605,617.816528
22,0,0.038198,-0.013801,0.118551,-840.565918,289.551605,617.818970
23,0,0.038136,-0.013737,0.118573,-840.576965,289.547577,617.821960
24,0,0.038034,-0.013727,0.118545,-840.563904,289.547943,617.824646
25,0,0.038317,-0.013525,0.118525,-840.581421,289.564941,617.834534
26,0,0.038168,-0.013670,0.118629,-840.573608,289.553680,617.807800
27,0,0.038017,-0.013722,0.118563,-840.580505,289.534149,617.819031
28,0,0.038376,-0.013610,0.118603,-840.590637,289.569336,617.826477
29,0,0.038091,-0.013647,0.118468,-840.573120,289.548920,617.820129
30,0,0.038254,-0.013445,0.118453,-840.599548,289.558197,617.830994
31,0,0.038008,-0.013722,0.118545,-840.571838,289.546234,617.808777
32,0,0.038263,-0.013452,0.118637,-840.594116,289.552765,617.827087
33,0,0.038451,-0.013484,0.118702,-840.600525,289.561584,617.831970
